9850	#doc=commentonvideo.2.txt	FORM	LEMMA	GRAM	COMMENT	CHECKED	RIGHT1	RIGHT2	RIGHT3	RIGHT4	RIGHT5	RIGHT6	POS	AUTO_LEMMA	AUTO_GRAMM
10179	2	кто	Љ’Ћ	S-PRO m anim nom sg		YES	о	т	к				S-PRO	Љ’Ћ	S m - nom sg
10180	3	ж	†	PART		YES	ж						PART	†	PART
10181	4	там	’ЂЊ	ADV -		YES	м	а	т				ADV	’ЂЊ	ADV -
10182	5	на	ЌЂ	PR		YES	а	н					PR	ЌЂ	PR
10183	6	него	ЋЌ	S-PRO sg 3p m acc		YES	о	г	е	н			S-PRO	ЋЌ	SPRO sg 3p m acc
10184	7	?	?	SENT		YES							SENT	?	SENT
10185						YES									
10186	1	<	<	PUNC		YES							PUNC	<	PUNC
10187	2	distinct	DISTINCT	NONLEX		YES							NONLEX	DISTINCT	NONLEX
10188	3	form	FORM	NONLEX		YES							NONLEX	FORM	NONLEX
10189	4	=	=	PUNC		YES							PUNC	=	PUNC
10190	5	"	"	_			YES								_	6
10191	6	Ћ	Ћ	INTJ	distort	YES	о						INTJ	Ћ	INTJ
10192	7	"	"	_			YES								_	6
10193	8	>	>	PUNC		YES							PUNC	>	PUNC
10194	9	‚от	‚Ћ’	PART		YES	т	о	в				PART	‚Ћ’	PART
10195	10	<	<	PUNC		YES							PUNC	<	PUNC
10196	11	/	/	PUNC		YES							PUNC	/	PUNC
10197	12	distinct	DISTINCT	NONLEX		YES							NONLEX	DISTINCT	NONLEX
10198	13	>	>	PUNC		YES							PUNC	>	PUNC
10199	14	^	^	PUNC		YES							PUNC	^	PUNC
10200	15	молодец	ЊЋ‹Ћ„…–	S m anim nom sg		YES	ц	е	д	о	л	о	S	ЊЋ‹Ћ„…–	S m anim nom sg
10201	16	,	,	PUNC		YES							PUNC	,	PUNC
10202	17	правильно	ЏђЂ‚€‹њЌЋ	ADV -		YES	о	н	ь	л	и	в	ADV	ЏђЂ‚€‹њЌЋ	ADV -
10203	18	,	,	PUNC		YES							PUNC	,	PUNC
10204	19	поможет	ЏЋЊЋ—њ	V pf fut sg indic - 3p		YES	т	е	ж	о	м	о	V	ЏЋЊЋ—њ	V pf fut sg indic - 3p
10205	20	растению	ђЂ‘’…Ќ€…	S n inan dat sg		YES	ю	и	н	е	т	с	S	ђЂ‘’…Ќ€…	S n inan dat sg
10206	21	полить	ЏЋ‹€’њ	V pf - - inf - -		YES	ь	т	и	л	о	п	V	ЏЋ‹€’њ	V pf - - inf - -
10207	22	его	ЋЌ	S-PRO sg 3p m acc		YES	о	г	е				S-PRO	ЋЌ	SPRO sg 3p m acc
10208	23	.	.	SENT		YES							SENT	.	SENT
10209						YES									
10210	1	’ак	’ЂЉ	ADV -		YES	к	а	т				ADV	’ЂЉ	ADV -
10211	2	,	,	PUNC		YES							PUNC	,	PUNC
10212	3	а	Ђ	CONJ		YES	а						CONJ	Ђ	CONJ
10213	4	это	ќ’Ћ	S-PRO n inan nom sg		YES	о	т	э				S-PRO	ќ’Ћ	S n - nom sg
10214	5	кто	Љ’Ћ	S-PRO m anim nom sg		YES	о	т	к				S-PRO	Љ’Ћ	S m anim nom sg
10215	6	?	?	SENT		YES							SENT	?	SENT
10216						YES									
10217	1	Ћо	Ћ	INTJ	distort	YES	о	о					INTJ	ЋЋ	NONLEX
10218	2	,	,	PUNC		YES							PUNC	,	PUNC
10219	3	он	ЋЌ	S-PRO sg 3p m nom		YES	н	о					S-PRO	ЋЌ	SPRO sg 3p m nom
10220	4	помогает	ЏЋЊЋѓЂ’њ	V ipf praes sg indic 3p		YES	т	е	а	г	о	м	V	ЏЋЊЋѓЂ’њ	V ipf praes sg indic - 3p
10221	5	и	€	CONJ		YES	и						CONJ	€	CONJ
10222	6	женщине	†…Ќ™€ЌЂ	S f anim dat sg		YES	е	н	и	щ	н	е	S	†…Ќ™€ЌЂ	S f anim dat sg
10223	7	.	.	SENT		YES							SENT	.	SENT
10224						YES									
10225	1	Ќужно	Ќ“†ЌЋ	PRAEDIC 		YES	о	н	ж	у	н		PRAEDIC	Ќ“†ЌЋ	ADV -
10226	2	накормить	ЌЂЉЋђЊ€’њ	V pf - - inf - -		YES	ь	т	и	м	р	о	V	ЌЂЉЋђЊ€’њ	V pf - - inf - -
10227	3	собаку	‘ЋЃЂЉЂ	S f anim acc sg		YES	у	к	а	б	о	с	S	‘ЋЃЂЉЂ	S f anim acc sg
10228	4	.	.	SENT		YES							SENT	.	SENT
10229						YES									
10230	1	Џочему-то	ЏЋ—…Њ“-’Ћ	ADV -		YES	о	т		у	м	е	ADV	ЏЋ—…Њ“-’Ћ	ADV -
10231	2	собака	‘ЋЃЂЉЂ	S f anim nom sg		YES	а	к	а	б	о	с	S	‘ЋЃЂЉЂ	S f anim nom sg
10232	3	даЮт	„Ђ‚Ђ’њ	V ipf praes sg indic 3p		YES	т	Ю	а	д			V	„Ђ‚Ђ’њ	V ipf praes sg indic - 3p
10233	4	левую	‹…‚›‰	A - acc sg plen f -		YES	ю	у	в	е	л		A	‹…‚›‰	A - acc sg plen f -
10234	5	лапу	‹ЂЏЂ	S f inan acc sg		YES	у	п	а	л			S	‹ЂЏЂ	S f inan acc sg
10235	6	,	,	PUNC		YES							PUNC	,	PUNC
10236	7	а	Ђ	CONJ		YES	а						CONJ	Ђ	CONJ
10237	8	не	Ќ…	PART		YES	е	н					PART	Ќ…	PART
10238	9	правую	ЏђЂ‚›‰	A - acc sg plen f -		YES	ю	у	в	а	р	п	A	ЏђЂ‚›‰	A - acc sg plen f -
10239	10	,	,	PUNC		YES							PUNC	,	PUNC
10240	11	она	ЋЌЂ	S-PRO sg 3p f nom		YES	а	н	о				S-PRO	ЋЌЂ	SPRO sg 3p f nom
10241	12	,	,	PUNC		YES							PUNC	,	PUNC
10242	13	видимо	‚€„€ЊЋ	PARENTH		YES	о	м	и	д	и	в	PARENTH	‚€„€ЊЋ	ADV -
10243	14	,	,	PUNC		YES							PUNC	,	PUNC
10244	15	левша	‹…‚Ђ	S f anim nom sg		YES	а	ш	в	е	л		S	‹…‚Ђ	S - anim nom sg
10245	16	.	.	SENT		YES							SENT	.	SENT
10246						YES									
10247	1	Ќ	Ќ	INIT abbr		YES	н						INIT	Ќ	S - - nonflex nonflex
10248	2	.	.	SENT		YES							SENT	.	SENT
10249						YES									
10250	1	Њ.	Њ.	INIT abbr		YES		м					INIT	Њ.	S - - nonflex nonflex
10251	2	@	@	PUNC		YES							PUNC	@	PUNC
10252	3	Ђ	Ђ	CONJ		YES	а						CONJ	Ђ	S - - nonflex nonflex
10253	4	это	ќ’Ћ	S-PRO n inan nom sg		YES	о	т	э				S-PRO	ќ’Ћ	S n - nom sg
10254	5	кто	Љ’Ћ	S-PRO m anim nom sg		YES	о	т	к				S-PRO	Љ’Ћ	S m - nom sg
10255	6	?	?	SENT		YES							SENT	?	SENT
10256						YES									
10257	1	Ђ	Ђ	CONJ		YES	а						CONJ	Ђ	CONJ
10258	2	что	—’Ћ	S-PRO n inan nom sg		YES	о	т	ч				S-PRO	—’Ћ	CONJ
10259	3	это	ќ’Ћ	S-PRO n inan nom sg		YES	о	т	э				S-PRO	ќ’Ћ	S n - nom sg
10260	4	вообще	‚ЋЋЃ™…	ADV -		YES	е	щ	б	о	о	в	ADV	‚ЋЋЃ™…	ADV -
10261	5	за	‡Ђ	PR		YES	а	з					PR	‡Ђ	PR
10262	6	страна	‘’ђЂЌЂ	S f inan nom sg		YES	а	н	а	р	т	с	S	‘’ђЂЌЂ	S f inan nom sg
10263	7	?	?	SENT		YES							SENT	?	SENT
10264						YES									
10265	1	’ак	’ЂЉ	ADV -		YES	к	а	т				ADV	’ЂЉ	ADV -
10266	2	,	,	PUNC		YES							PUNC	,	PUNC
10267	3	нужно	Ќ“†ЌЋ	PRAEDIC		YES	о	н	ж	у	н		PRAEDIC	Ќ“†ЌЋ	ADV -
10268	4	помочь	ЏЋЊЋ—њ	V pf - - inf - -		YES	ь	ч	о	м	о	п	V	ЏЋЊЋ—њ	S f inan acc sg
10269	5	.	.	SENT		YES							SENT	.	SENT
10270						YES									
10271	1	„еньги	„…Ќњѓ€	S - inan nom pl		YES	и	г	ь	н	е	д	S	„…Ќњѓ€	S - inan nom pl
10272	2	большие	ЃЋ‹њЋ‰	A - nom pl plen - -		YES	е	и	ш	ь	л	о	A	ЃЋ‹њЋ‰	A - nom pl plen - -
10273	3	,	,	PUNC		YES							PUNC	,	PUNC
10274	4	но	ЌЋ	CONJ		YES	о	н					CONJ	ЌЋ	CONJ
10275	5	,	,	PUNC		YES							PUNC	,	PUNC
10276	6	видимо	‚€„€ЊЋ	PARENTH		YES	о	м	и	д	и	в	PARENTH	‚€„€ЊЋ	ADV -
10277	7	,	,	PUNC		YES							PUNC	,	PUNC
10278	8	не	Ќ…	PART		YES	е	н					PART	Ќ…	PART
10279	9	жалеет	†Ђ‹…’њ	V ipf praes sg indic - 3p		YES	т	е	е	л	а	ж	V	†Ђ‹…’њ	V ipf praes sg indic - 3p
10280	10	.	.	SENT		YES							SENT	.	SENT
10281						YES									
10282	1	ђебЮнок	ђ…Ѓ…ЌЋЉ	S m anim nom sg		YES	к	о	н	Ю	б	е	S	ђ…Ѓ…ЌЋЉ	S m anim nom sg
10283	2	-	-	PUNC		YES							PUNC	-	PUNC
10284	3	это	ќ’Ћ	S-PRO n inan nom sg		YES	о	т	э				S-PRO	ќ’Ћ	S n - nom sg
10285	4	всегда	‚‘…ѓ„Ђ	ADV -		YES	а	д	г	е	с	в	ADV	‚‘…ѓ„Ђ	ADV -
10286	5	важнее	‚Ђ†Ќ›‰	A comp - - plen - -		YES	е	е	н	ж	а	в	A	‚Ђ†Ќ›‰	A comp - - plen - -
10287	6	взрослого	‚‡ђЋ‘‹›‰	S m anim gen sg		YES	о	г	о	л	с	о	S	‚‡ђЋ‘‹›‰	S m anim gen sg
10288	7	.	.	SENT		YES							SENT	.	SENT
10289						YES									
10290	1	Ђ	Ђ	CONJ		YES	а						CONJ	Ђ	CONJ
10291	2	это	ќ’Ћ	S-PRO n inan nom sg		YES	о	т	э				S-PRO	ќ’Ћ	S n - nom sg
10292	3	подарок	ЏЋ„ЂђЋЉ	S m inan nom sg		YES	к	о	р	а	д	о	S	ЏЋ„ЂђЋЉ	S m inan nom sg
10293	4	,	,	PUNC		YES							PUNC	,	PUNC
10294	5	старой	‘’Ђђ›‰	A - dat sg plen f -		YES	й	о	р	а	т	с	A	‘’Ђђ›‰	A - dat sg plen f -
10295	6	женщине	†…Ќ™€ЌЂ	S f anim dat sg		YES	е	н	и	щ	н	е	S	†…Ќ™€ЌЂ	S f anim dat sg
10296	7	.	.	SENT		YES							SENT	.	SENT
10297						YES									
10298	1	Ћй	Ћ‰	INTJ		YES	й	о					INTJ	Ћ‰	INTJ
10299	2	,	,	PUNC		YES							PUNC	,	PUNC
10300	3	как	ЉЂЉ	ADV -		YES	к	а	к				ADV	ЉЂЉ	ADV -
10301	4	приЯтно	Џђ€џ’ЌЋ	ADV -		YES	о	н	т	Я	и	р	ADV	Џђ€џ’ЌЋ	ADV -
10302	5	.	.	SENT		YES							SENT	.	SENT
10303						YES									
10304	1	–веточек	–‚…’Ћ—…Љ	S m inan nom sg		YES	к	е	ч	о	т	е	S	–‚…’Ћ—…Љ	S m inan nom sg
10305	2	теперь	’…Џ…ђњ	ADV -		YES	ь	р	е	п	е	т	ADV	’…Џ…ђњ	ADV -
10306	3	не	Ќ…	PART		YES	е	н					PART	Ќ…	PART
10307	4	засохнет	‡Ђ‘Ћ•Ќ“’њ	V pf fut sg indic 3p		YES	т	е	н	х	о	с	V	‡Ђ‘Ћ•Ќ“’њ	V pf fut sg indic - 3p
10308	5	.	.	SENT		YES							SENT	.	SENT
10309						YES									
10310	1	"	"	_			YES								_	2
10311	2	Љто	Љ’Ћ	S-PRO m anim nom sg		YES	о	т	к				S-PRO	Љ’Ћ	S m - nom sg
10312	3	мне	џ	S-PRO sg 1p - loc		YES	е	н	м				S-PRO	џ	SPRO sg 1p - loc
10313	4	поможет	ЏЋЊЋ—њ	V pf fut sg indic - 3p		YES	т	е	ж	о	м	о	V	ЏЋЊЋ—њ	V pf fut sg indic - 3p
10314	5	?	?	PUNC		YES							PUNC	?	PUNC
10315	6	"	"	SENT			YES								SENT	5
10316						YES									
10317	1	-	-	PUNC		YES							PUNC	-	PUNC
10318	2	кричит	Љђ€—Ђ’њ	V ipf praes sg indic 3p		YES	т	и	ч	и	р	к	V	Љђ€—Ђ’њ	V ipf praes sg indic - 3p
10319	3	женщина	†…Ќ™€ЌЂ	S f anim nom sg		YES	а	н	и	щ	н	е	S	†…Ќ™€ЌЂ	S f anim nom sg
10320	4	.	.	SENT		YES							SENT	.	SENT
10321						YES									
10322	1	€	€	CONJ		YES	и						CONJ	€	CONJ
10323	2	собака	‘ЋЃЂЉЂ	S f anim nom sg		YES	а	к	а	б	о	с	S	‘ЋЃЂЉЂ	S f anim nom sg
10324	3	.	.	SENT		YES							SENT	.	SENT
10325						YES									
10326	1	Ќ	Ќ	INIT abbr		YES	н						INIT	Ќ	S - - nonflex nonflex
10327	2	.	.	SENT		YES							SENT	.	SENT
10328						YES									
10329	1	Њ.	Њ.	INIT abbr		YES		м					INIT	Њ.	S - - nonflex nonflex
10330	2	@	@	PUNC		YES							PUNC	@	PUNC
10331	3	Ђ	Ђ	CONJ		YES	а						CONJ	Ђ	S - - nonflex nonflex
10332	4	что	—’Ћ	S-PRO n inan nom sg		YES	о	т	ч				CONJ	—’Ћ	CONJ
10333	5	этот	ќ’Ћ’	A-PRO m anim nom sg		YES	т	о	т	э			A-PRO	ќ’Ћ’	A - nom sg plen m -
10334	6	машет	ЊЂ•Ђ’њ	V ipf praes sg indic - 3p		YES	т	е	ш	а	м		V	ЊЂ•Ђ’њ	V ipf praes sg indic - 3p
10335	7	головой	ѓЋ‹Ћ‚Ђ	S f inan ins sg		YES	й	о	в	о	л	о	S	ѓЋ‹Ћ‚Ђ	S f inan ins sg
10336	8	?	?	SENT		YES							SENT	?	SENT
10337						YES									
10338	1	—то	—’Ћ	S-PRO n inan nom sg		YES	о	т	ч				S-PRO	—’Ћ	S n - nom sg
10339	2	ему	ЋЌ	S-PRO sg 3p m dat		YES	у	м	е				S-PRO	ЋЌ	SPRO sg 3p m dat
10340	3	не	Ќ…	PART		YES	е	н					PART	Ќ…	PART
10341	4	понравилось	ЏЋЌђЂ‚€’њ‘џ	V pf praet sg indic n -		YES	ь	с	о	л	и	в	V	ЏЋЌђЂ‚€’њ‘џ	V pf praet sg indic n -
10342	5	?	?	SENT		YES							SENT	?	SENT
10343						YES									
10344	1	Њожет	ЊЋ—њ	PARENTH 	слитно	YES	т	е	ж	о	м		PARENTH	ЊЋ—њ	V ipf praes sg indic - 3p
10345	2	быть	Ѓ›’њ	PARENTH		YES	ь	т	ы	б			PARENTH	Ѓ›’њ	V ipf - - inf - -
10346	3	,	,	PUNC		YES							PUNC	,	PUNC
10347	4	ему	ЋЌ	SPRO sg 3p m dat		YES	у	м	е				SPRO	ЋЌ	SPRO sg 3p m dat
10348	5	завидно	‡Ђ‚€„ЌЋ	ADV -		YES	о	н	д	и	в	а	ADV	‡Ђ‚€„ЌЋ	ADV -
10349	6	?	?	SENT		YES							SENT	?	SENT
10350						YES									
10351	1	‚ы	‚›	S-PRO pl 2p - nom		YES	ы	в					S-PRO	‚›	SPRO pl 2p - nom
10352	2	посмотрите	ЏЋ‘ЊЋ’ђ…’њ	V pf pl imper - 2p		YES	е	т	и	р	т	о	V	ЏЋ‘ЊЋ’ђ…’њ	V pf fut pl indic - 2p
10353	3	,	,	PUNC		YES							PUNC	,	PUNC
10354	4	какой	ЉЂЉЋ‰	A-PRO m sg nom		YES	й	о	к	а	к		A-PRO	ЉЂЉЋ‰	A - nom sg plen m -
10355	5	воспитанный	‚Ћ‘Џ€’ЂЌЌ›‰	A - nom sg plen m -		YES	й	ы	н	н	а	т	A	‚Ћ‘Џ€’ЂЌЌ›‰	A - nom sg plen m -
10356	6	!	!	SENT		YES							SENT	!	SENT
10357						YES									
10358	1	“ступает	“‘’“ЏЂ’њ	V ipf praes sg indic - 3p		YES	т	е	а	п	у	т	V	“‘’“ЏЂ’њ	V ipf praes sg indic - 3p
10359	2	место	Њ…‘’Ћ	S n inan acc sg		YES	о	т	с	е	м		S	Њ…‘’Ћ	S n inan acc sg
10360	3	в	‚	PR		YES	в						PR	‚	PR
10361	4	транспорте	’ђЂЌ‘ЏЋђ’	S m inan loc2 sg		YES	е	т	р	о	п	с	S	’ђЂЌ‘ЏЋђ’	S m inan loc sg
10362	5	.	.	SENT		YES							SENT	.	SENT
10363						YES									
10364	1	ЃабулЯ	ЃЂЃ“‹џ	S f anim nom sg		YES	Я	л	у	б	а	б	S	ЃЂЃ“‹џ	S m anim nom sg
10365	2	удивлЯетсЯ	“„€‚‹џ’њ‘џ	V ipf praes sg indic med 3p		YES	Я	с	т	е	Я	л	V	“„€‚‹џ’њ‘џ	V ipf praes sg indic - 3p
10366	3	,	,	PUNC		YES							PUNC	,	PUNC
10367	4	видимо	‚€„€ЊЋ	PARENTH		YES	о	м	и	д	и	в	PARENTH	‚€„€ЊЋ	ADV -
10368	5	,	,	PUNC		YES							PUNC	,	PUNC
10369	6	первый	Џ…ђ‚›‰	A-NUM - nom sg plen m -		YES	й	ы	в	р	е	п	A-NUM	Џ…ђ‚›‰	A - nom sg plen m -
10370	7	раз	ђЂ‡	S m inan nom sg		YES	з	а	р				S	ђЂ‡	S m inan acc sg
10371	8	.	.	SENT		YES							SENT	.	SENT
10372						YES									
10373	1	Ћй	Ћ‰	INTJ		YES	й	о					INTJ	Ћ‰	INTJ
10374	2	,	,	PUNC		YES							PUNC	,	PUNC
10375	3	у	“	PR		YES	у						PR	“	PR
10376	4	него	ЋЌ	S-PRO sg 3p m acc		YES	о	г	е	н			S-PRO	ЋЌ	SPRO sg 3p m acc
10377	5	ещЮ	…™…	ADV -		YES	Ю	щ	е				ADV	…™…	ADV -
10378	6	и	€	CONJ		YES	и						CONJ	€	CONJ
10379	7	птицы	Џ’€–Ђ	S f anim nom pl		YES	ы	ц	и	т	п		S	Џ’€–Ђ	S f anim nom pl
10380	8	есть	Ѓ›’њ	V ipf praes sg indic - 3p		YES	ь	т	с	е			V	Ѓ›’њ	V ipf praes sg indic - 3p
10381	9	в	‚	PR		YES	в						PR	‚	PR
10382	10	доме	„ЋЊ	S m inan loc2 sg		YES	е	м	о	д			S	„ЋЊ	S m inan loc sg
10383	11	.	.	SENT		YES							SENT	.	SENT
10384						YES									
10385	1	Ѓотаник	ЃЋ’ЂЌ€Љ	S m anim nom sg		YES	к	и	н	а	т	о	S	ЃЋ’ЂЌ€Љ	S m anim nom sg
10386	2	,	,	PUNC		YES							PUNC	,	PUNC
10387	3	любит	‹ћЃ€’њ	V ipf praes sg indic - 3p		YES	т	и	б	ю	л		V	‹ћЃ€’њ	V ipf praes sg indic - 3p
10388	4	цветы	–‚…’ЋЉ	S m inan acc pl		YES	ы	т	е	в	ц		S	–‚…’ЋЉ	S m inan acc pl
10389	5	.	.	SENT		YES							SENT	.	SENT
10390						YES									
10391	1	Ќ	Ќ	INIT abbr		YES	н						INIT	Ќ	S - - nonflex nonflex
10392	2	.	.	SENT		YES							SENT	.	SENT
10393						YES									
10394	1	Њ.	Њ.	INIT abbr		YES		м					INIT	Њ.	S - - nonflex nonflex
10395	2	@	@	PUNC		YES							PUNC	@	PUNC
10396	3	„о	„Ћ	PR		YES	о	д					PR	„Ћ	PR
10397	4	каких	ЉЂЉЋ‰	A-PRO - gen pl plen - -		YES	х	и	к	а	к		A-PRO	ЉЂЉЋ‰	A - loc pl plen - -
10398	5	же	†…	PART		YES	е	ж					PART	†…	PART
10399	6	пор	ЏЋђЂ	S f inan gen pl		YES	р	о	п				S	ЏЋђЂ	S f inan gen pl
10400	7	будет	Ѓ›’њ	V ipf fut sg indic - 3p		YES	т	е	д	у	б		V	Ѓ›’њ	V ipf praes sg indic - 3p
10401	8	вода	‚Ћ„Ђ	S f inan nom sg		YES	а	д	о	в			S	‚Ћ„Ђ	S f inan nom sg
10402	9	литьсЯ	‹€’њ‘џ	V ipf - - inf med -		YES	Я	с	ь	т	и	л	V	‹€’њ‘џ	V ipf - - inf - -
10403	10	?	?	SENT		YES							SENT	?	SENT
10404						YES									
10405	1	Ќу	Ќ“	INTJ		YES	у	н					INTJ	Ќ“	PART
10406	2	,	,	PUNC		YES							PUNC	,	PUNC
10407	3	он	ЋЌ	S-PRO sg 3p m nom		YES	н	о					S-PRO	ЋЌ	SPRO sg 3p m nom
10408	4	может	ЊЋ—њ	V ipf praes sg indic - 3p		YES	т	е	ж	о	м		V	ЊЋ—њ	V ipf praes sg indic - 3p
10409	5	помочь	ЏЋЊЋ—њ	V pf - - inf - -		YES	ь	ч	о	м	о	п	V	ЏЋЊЋ—њ	S f inan acc sg
10410	6	и	€	CONJ		YES	и						CONJ	€	CONJ
10411	7	поторговать	ЏЋ’ЋђѓЋ‚Ђ’њ	V pf - - inf - -		YES	ь	т	а	в	о	г	V	ЏЋ’ЋђѓЋ‚Ђ’њ	V pf - - inf - -
10412	8	этой	ќ’Ћ’	A-PRO - dat sg plen f -		YES	й	о	т	э			A-PRO	ќ’Ћ’	A - ins sg plen f -
10413	9	женщине	†…Ќ™€ЌЂ	S f anim dat sg		YES	е	н	и	щ	н	е	S	†…Ќ™€ЌЂ	S f anim dat sg
10414	10	.	.	SENT		YES							SENT	.	SENT
10415						YES									
10416	1	‘обака	‘ЋЃЂЉЂ	S f anim nom sg		YES	а	к	а	б	о	с	S	‘ЋЃЂЉЂ	S f anim nom sg
10417	2	довольна	„Ћ‚Ћ‹њЌ›‰	A - - sg brev f -		YES	а	н	ь	л	о	в	A	„Ћ‚Ћ‹њЌ›‰	A - - sg brev f -
10418	3	.	.	SENT		YES							SENT	.	SENT
10419						YES									
10420	1	Џошла	ЏЋ‰’€	V pf praet sg indic f -		YES	а	л	ш	о	п		V	ЏЋ‰’€	V pf praet sg indic f -
10421	2	за	‡Ђ	PR		YES	а	з					PR	‡Ђ	PR
10422	3	ним	ЋЌ	S-PRO sg 3p m ins		YES	м	и	н				S-PRO	ЋЌ	SPRO sg 3p m ins
10423	4	,	,	PUNC		YES							PUNC	,	PUNC
10424	5	станет	‘’Ђ’њ	V pf fut sg indic - 3p		YES	т	е	н	а	т	с	V	‘’Ђ’њ	V pf fut sg indic - 3p
10425	6	преданным	Џђ…„ЂЌЌ›‰	A - ins sg plen m -		YES	м	ы	н	н	а	д	A	Џђ…„ЂЌЌ›‰	A - ins sg plen m -
10426	7	другом	„ђ“ѓ	S m anim ins sg		YES	м	о	г	у	р	д	S	„ђ“ѓ	S m anim ins sg
10427	8	ей...	ЋЌЂ...	S-PRO sg 3p f dat		YES				й	е		S-PRO	ЋЌЂ...	SPRO sg 3p f dat
10428	9	ему	ЋЌ	S-PRO sg 3p m dat		YES	у	м	е				S-PRO	ЋЌ	SPRO sg 3p m dat
10429	10	.	.	SENT		YES							SENT	.	SENT
10430						YES									
10431	1	Ђ	Ђ	CONJ		YES	а						CONJ	Ђ	CONJ
10432	2	это	ќ’Ћ	S-PRO n inan nom sg		YES	о	т	э				S-PRO	ќ’Ћ	S n - nom sg
10433	3	что	—’Ћ	S-PRO n inan nom sg		YES	о	т	ч				S-PRO	—’Ћ	CONJ
10434	4	такое	’ЂЉЋ‰	A-PRO n sg acc		YES	е	о	к	а	т		A-PRO	’ЂЉЋ‰	A - nom sg plen n -
10435	5	?	?	SENT		YES							SENT	?	SENT
10436						YES									
10437	1	ѓде	ѓ„…	ADV -		YES	е	д	г				ADV	ѓ„…	ADV -
10438	2	ребЮнок	ђ…Ѓ…ЌЋЉ	S m anim nom sg		YES	к	о	н	Ю	б	е	S	ђ…Ѓ…ЌЋЉ	S m anim nom sg
10439	3	?	?	SENT		YES							SENT	?	SENT
10440						YES									
10441	1	Ќу	Ќ“	INTJ		YES	у	н					INTJ	Ќ“	PART
10442	2	,	,	PUNC		YES							PUNC	,	PUNC
10443	3	что	—’Ћ	S-PRO n inan nom sg		YES	о	т	ч				S-PRO	—’Ћ	CONJ
10444	4	это	ќ’Ћ	S-PRO n inan nom sg		YES	о	т	э				S-PRO	ќ’Ћ	S n - nom sg
10445	5	,	,	PUNC		YES							PUNC	,	PUNC
10446	6	это	ќ’Ћ	S-PRO n inan nom sg		YES	о	т	э				S-PRO	ќ’Ћ	S n inan acc sg
10447	7	ч...	—...	NONLEX	distort	YES				ч			NONLEX	—...	S - - nonflex nonflex
10448	8	кто-то	Љ’Ћ-’Ћ	S-PRO anim m sg nom		YES	о	т		о	т	к	S-PRO	Љ’Ћ-’Ћ	S m - nom sg
10449	9	другой	„ђ“ѓЋ‰	A-PRO m sg nom		YES	й	о	г	у	р	д	A-PRO	„ђ“ѓЋ‰	A - nom sg plen m -
10450	10	!	!	SENT		YES							SENT	!	SENT
10451						YES									
10452	1	Ђаа	Ђ	INTJ		YES	а	а	а				INTJ	ЂЂЂ	S m inan nonflex nonflex
10453	2	!	!	SENT		YES							SENT	!	SENT
10454						YES									
10455	1	Ќ	Ќ	INIT abbr		YES	н						INIT	Ќ	S - - nonflex nonflex
10456	2	.	.	SENT		YES							SENT	.	SENT
10457						YES									
10458	1	Њ.	Њ.	INIT abbr		YES		м					INIT	Њ.	S - - nonflex nonflex
10459	2	@	@	PUNC		YES							PUNC	@	PUNC
10460	3	„аже	„Ђ†…	PART 		YES	е	ж	а	д			PART	„Ђ†…	CONJ
10461	4	собака	‘ЋЃЂЉЂ	S f anim nom sg		YES	а	к	а	б	о	с	S	‘ЋЃЂЉЂ	S f anim nom sg
10462	5	при	Џђ€	PR		YES	и	р	п				PR	Џђ€	PR
10463	6	...	...	SENT		YES							SENT	...	SENT
10464						YES									
10465	1	Ћй	Ћ‰	INTJ		YES	й	о					INTJ	Ћ‰	INTJ
10466	2	,	,	PUNC		YES							PUNC	,	PUNC
10467	3	как	ЉЂЉ	CONJ		YES	к	а	к				CONJ	ЉЂЉ	ADV -
10468	4	расцвЮл	ђЂ‘–‚…‘’€	V pf praet sg indic m -		YES	л	Ю	в	ц	с	а	V	ђЂ‘–‚…‘’€	V pf praet sg indic m -
10469	5	цветок	–‚…’ЋЉ	S m inan nom sg		YES	к	о	т	е	в	ц	S	–‚…’ЋЉ	S m inan nom sg
10470	6	!	!	SENT		YES							SENT	!	SENT
10471						YES									
10472	1	€	€	CONJ		YES	и						CONJ	€	CONJ
10473	2	девочка	„…‚Ћ—ЉЂ	S f anim nom sg		YES	а	к	ч	о	в	е	S	„…‚Ћ—ЉЂ	S f anim nom sg
10474	3	умеет	“Њ…’њ	V ipf praes sg indic - 3p		YES	т	е	е	м	у		V	“Њ…’њ	V ipf praes sg indic - 3p
10475	4	считать	‘—€’Ђ’њ	V ipf - - inf - -		YES	ь	т	а	т	и	ч	V	‘—€’Ђ’њ	V ipf - - inf - -
10476	5	.	.	SENT		YES							SENT	.	SENT
10477						YES									
10478	1	€	€	CONJ		YES	и						CONJ	€	CONJ
10479	2	его	ЋЌ	S-PRO sg 3p m acc		YES	о	г	е				S-PRO	ЋЌ	SPRO sg 3p m acc
10480	3	сейчас	‘…‰—Ђ‘	ADV -		YES	с	а	ч	й	е	с	ADV	‘…‰—Ђ‘	ADV -
10481	4	угостЯт	“ѓЋ‘’€’њ	V pf fut pl indic - 3p		YES	т	Я	т	с	о	г	V	“ѓЋ‘’€’њ	V pf fut pl indic - 3p
10482	5	.	.	SENT		YES							SENT	.	SENT
10483						YES									
