9850;#doc=commentonvideo.2.txt;FORM;LEMMA;GRAM;COMMENT;CHECKED;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAMM
10150;17;стереть;—“≈–≈“№;V pf - - inf - -;;YES;ь;т;е;р;е;т;V;—“≈–≈“№;V pf - - inf - -
10151;18;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10152;19;хорошо;’ќ–ќЎќ;ADV -;;YES;о;ш;о;р;о;х;ADV;’ќ–ќЎќ;ADV -
10153;20;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10154;;;;;;YES;;;;;;;;;
10155;1;√олос;√ќЋќ—;S m inan nom sg;;YES;с;о;л;о;г;;S;√ќЋќ—;S m inan nom sg
10156;2;за;«ј;PR;;YES;а;з;;;;;PR;«ј;PR
10157;3;кадром; јƒ–;S m inan ins sg;;YES;м;о;р;д;а;к;S; јƒ–;S m inan ins sg
10158;4;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10159;5; онечно; ќЌ≈„Ќќ;PARENTH;;YES;о;н;ч;е;н;о;PARENTH; ќЌ≈„Ќќ;ADV -
10160;6;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10161;7;да;ƒј;PART;;YES;а;д;;;;;PART;ƒј;PART
10162;8;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10163;;;;;;YES;;;;;;;;;
10164;1;Ќ;Ќ;INIT abbr;;YES;н;;;;;;INIT;Ќ;S - - nonflex nonflex
10165;2;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10166;;;;;;YES;;;;;;;;;
10167;1;ћ.;ћ.;INIT abbr;;YES;;м;;;;;INIT;ћ.;S - - nonflex nonflex
10168;2;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10169;3;¬сЄ;¬—≈;PART;;YES;Є;с;в;;;;PART;¬—≈;ADV -
10170;4;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10171;5;давай;ƒј¬ј“№;V ipf - sg imper - 2p;;YES;й;а;в;а;д;;V;ƒј¬ј“№;V ipf - sg imper - 2p
10172;6;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10173;;;;;;YES;;;;;;;;;
10174;1;Ќичего;Ќ»„≈√ќ;ADV -;;YES;о;г;е;ч;и;н;ADV;Ќ»„≈√ќ;ADV -
10175;2;себе;—≈Ѕ≈;PART ;;YES;е;б;е;с;;;PART;—≈Ѕ≈;PART
10176;3;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10177;;;;;;YES;;;;;;;;;
10178;1;Ёто;Ё“ќ;S-PRO n inan nom sg;;YES;о;т;э;;;;S-PRO;Ё“ќ;S n - nom sg
10179;2;кто; “ќ;S-PRO m anim nom sg;;YES;о;т;к;;;;S-PRO; “ќ;S m - nom sg
10180;3;ж;∆;PART;;YES;ж;;;;;;PART;∆;PART
10181;4;там;“јћ;ADV -;;YES;м;а;т;;;;ADV;“јћ;ADV -
10182;5;на;Ќј;PR;;YES;а;н;;;;;PR;Ќј;PR
10183;6;него;ќЌ;S-PRO sg 3p m acc;;YES;о;г;е;н;;;S-PRO;ќЌ;SPRO sg 3p m acc
10184;7;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10185;;;;;;YES;;;;;;;;;
10186;1;<;<;PUNC;;YES;;;;;;;PUNC;<;PUNC
10187;2;distinct;DISTINCT;NONLEX;;YES;;;;;;;NONLEX;DISTINCT;NONLEX
10188;3;form;FORM;NONLEX;;YES;;;;;;;NONLEX;FORM;NONLEX
10189;4;=;=;PUNC;;YES;;;;;;;PUNC;=;PUNC
10190;5;"	";_;;;YES;;;;;;;;_;6
10191;6;ќ;ќ;INTJ;distort;YES;о;;;;;;INTJ;ќ;INTJ
10192;7;"	";_;;;YES;;;;;;;;_;6
10193;8;>;>;PUNC;;YES;;;;;;;PUNC;>;PUNC
10194;9;¬от;¬ќ“;PART;;YES;т;о;в;;;;PART;¬ќ“;PART
10195;10;<;<;PUNC;;YES;;;;;;;PUNC;<;PUNC
10196;11;/;/;PUNC;;YES;;;;;;;PUNC;/;PUNC
10197;12;distinct;DISTINCT;NONLEX;;YES;;;;;;;NONLEX;DISTINCT;NONLEX
10198;13;>;>;PUNC;;YES;;;;;;;PUNC;>;PUNC
10199;14;^;^;PUNC;;YES;;;;;;;PUNC;^;PUNC
10200;15;молодец;ћќЋќƒ≈÷;S m anim nom sg;;YES;ц;е;д;о;л;о;S;ћќЋќƒ≈÷;S m anim nom sg
10201;16;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10202;17;правильно;ѕ–ј¬»Ћ№Ќќ;ADV -;;YES;о;н;ь;л;и;в;ADV;ѕ–ј¬»Ћ№Ќќ;ADV -
10203;18;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10204;19;поможет;ѕќћќ„№;V pf fut sg indic - 3p;;YES;т;е;ж;о;м;о;V;ѕќћќ„№;V pf fut sg indic - 3p
10205;20;растению;–ј—“≈Ќ»≈;S n inan dat sg;;YES;ю;и;н;е;т;с;S;–ј—“≈Ќ»≈;S n inan dat sg
10206;21;полить;ѕќЋ»“№;V pf - - inf - -;;YES;ь;т;и;л;о;п;V;ѕќЋ»“№;V pf - - inf - -
10207;22;его;ќЌ;S-PRO sg 3p m acc;;YES;о;г;е;;;;S-PRO;ќЌ;SPRO sg 3p m acc
10208;23;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10209;;;;;;YES;;;;;;;;;
10210;1;“ак;“ј ;ADV -;;YES;к;а;т;;;;ADV;“ј ;ADV -
10211;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10212;3;а;ј;CONJ;;YES;а;;;;;;CONJ;ј;CONJ
10213;4;это;Ё“ќ;S-PRO n inan nom sg;;YES;о;т;э;;;;S-PRO;Ё“ќ;S n - nom sg
10214;5;кто; “ќ;S-PRO m anim nom sg;;YES;о;т;к;;;;S-PRO; “ќ;S m anim nom sg
10215;6;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10216;;;;;;YES;;;;;;;;;
10217;1;ќо;ќ;INTJ;distort;YES;о;о;;;;;INTJ;ќќ;NONLEX
10218;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10219;3;он;ќЌ;S-PRO sg 3p m nom;;YES;н;о;;;;;S-PRO;ќЌ;SPRO sg 3p m nom
10220;4;помогает;ѕќћќ√ј“№;V ipf praes sg indic 3p;;YES;т;е;а;г;о;м;V;ѕќћќ√ј“№;V ipf praes sg indic - 3p
10221;5;и;»;CONJ;;YES;и;;;;;;CONJ;»;CONJ
10222;6;женщине;∆≈Ќў»Ќј;S f anim dat sg;;YES;е;н;и;щ;н;е;S;∆≈Ќў»Ќј;S f anim dat sg
10223;7;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10224;;;;;;YES;;;;;;;;;
10225;1;Ќужно;Ќ”∆Ќќ;PRAEDIC ;;YES;о;н;ж;у;н;;PRAEDIC;Ќ”∆Ќќ;ADV -
10226;2;накормить;Ќј ќ–ћ»“№;V pf - - inf - -;;YES;ь;т;и;м;р;о;V;Ќј ќ–ћ»“№;V pf - - inf - -
10227;3;собаку;—ќЅј ј;S f anim acc sg;;YES;у;к;а;б;о;с;S;—ќЅј ј;S f anim acc sg
10228;4;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10229;;;;;;YES;;;;;;;;;
10230;1;ѕочему-то;ѕќ„≈ћ”-“ќ;ADV -;;YES;о;т;;у;м;е;ADV;ѕќ„≈ћ”-“ќ;ADV -
10231;2;собака;—ќЅј ј;S f anim nom sg;;YES;а;к;а;б;о;с;S;—ќЅј ј;S f anim nom sg
10232;3;даЄт;ƒј¬ј“№;V ipf praes sg indic 3p;;YES;т;Є;а;д;;;V;ƒј¬ј“№;V ipf praes sg indic - 3p
10233;4;левую;Ћ≈¬џ…;A - acc sg plen f -;;YES;ю;у;в;е;л;;A;Ћ≈¬џ…;A - acc sg plen f -
10234;5;лапу;Ћјѕј;S f inan acc sg;;YES;у;п;а;л;;;S;Ћјѕј;S f inan acc sg
10235;6;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10236;7;а;ј;CONJ;;YES;а;;;;;;CONJ;ј;CONJ
10237;8;не;Ќ≈;PART;;YES;е;н;;;;;PART;Ќ≈;PART
10238;9;правую;ѕ–ј¬џ…;A - acc sg plen f -;;YES;ю;у;в;а;р;п;A;ѕ–ј¬џ…;A - acc sg plen f -
10239;10;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10240;11;она;ќЌј;S-PRO sg 3p f nom;;YES;а;н;о;;;;S-PRO;ќЌј;SPRO sg 3p f nom
10241;12;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10242;13;видимо;¬»ƒ»ћќ;PARENTH;;YES;о;м;и;д;и;в;PARENTH;¬»ƒ»ћќ;ADV -
10243;14;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10244;15;левша;Ћ≈¬Ўј;S f anim nom sg;;YES;а;ш;в;е;л;;S;Ћ≈¬Ўј;S - anim nom sg
10245;16;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10246;;;;;;YES;;;;;;;;;
10247;1;Ќ;Ќ;INIT abbr;;YES;н;;;;;;INIT;Ќ;S - - nonflex nonflex
10248;2;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10249;;;;;;YES;;;;;;;;;
10250;1;ћ.;ћ.;INIT abbr;;YES;;м;;;;;INIT;ћ.;S - - nonflex nonflex
10251;2;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10252;3;ј;ј;CONJ;;YES;а;;;;;;CONJ;ј;S - - nonflex nonflex
10253;4;это;Ё“ќ;S-PRO n inan nom sg;;YES;о;т;э;;;;S-PRO;Ё“ќ;S n - nom sg
10254;5;кто; “ќ;S-PRO m anim nom sg;;YES;о;т;к;;;;S-PRO; “ќ;S m - nom sg
10255;6;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10256;;;;;;YES;;;;;;;;;
10257;1;ј;ј;CONJ;;YES;а;;;;;;CONJ;ј;CONJ
10258;2;что;„“ќ;S-PRO n inan nom sg;;YES;о;т;ч;;;;S-PRO;„“ќ;CONJ
10259;3;это;Ё“ќ;S-PRO n inan nom sg;;YES;о;т;э;;;;S-PRO;Ё“ќ;S n - nom sg
10260;4;вообще;¬ќќЅў≈;ADV -;;YES;е;щ;б;о;о;в;ADV;¬ќќЅў≈;ADV -
10261;5;за;«ј;PR;;YES;а;з;;;;;PR;«ј;PR
10262;6;страна;—“–јЌј;S f inan nom sg;;YES;а;н;а;р;т;с;S;—“–јЌј;S f inan nom sg
10263;7;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10264;;;;;;YES;;;;;;;;;
10265;1;“ак;“ј ;ADV -;;YES;к;а;т;;;;ADV;“ј ;ADV -
10266;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10267;3;нужно;Ќ”∆Ќќ;PRAEDIC;;YES;о;н;ж;у;н;;PRAEDIC;Ќ”∆Ќќ;ADV -
10268;4;помочь;ѕќћќ„№;V pf - - inf - -;;YES;ь;ч;о;м;о;п;V;ѕќћќ„№;S f inan acc sg
10269;5;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10270;;;;;;YES;;;;;;;;;
10271;1;ƒеньги;ƒ≈Ќ№√»;S - inan nom pl;;YES;и;г;ь;н;е;д;S;ƒ≈Ќ№√»;S - inan nom pl
10272;2;большие;ЅќЋ№Ўќ…;A - nom pl plen - -;;YES;е;и;ш;ь;л;о;A;ЅќЋ№Ўќ…;A - nom pl plen - -
10273;3;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10274;4;но;Ќќ;CONJ;;YES;о;н;;;;;CONJ;Ќќ;CONJ
10275;5;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10276;6;видимо;¬»ƒ»ћќ;PARENTH;;YES;о;м;и;д;и;в;PARENTH;¬»ƒ»ћќ;ADV -
10277;7;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10278;8;не;Ќ≈;PART;;YES;е;н;;;;;PART;Ќ≈;PART
10279;9;жалеет;∆јЋ≈“№;V ipf praes sg indic - 3p;;YES;т;е;е;л;а;ж;V;∆јЋ≈“№;V ipf praes sg indic - 3p
10280;10;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10281;;;;;;YES;;;;;;;;;
10282;1;–ебЄнок;–≈Ѕ≈Ќќ ;S m anim nom sg;;YES;к;о;н;Є;б;е;S;–≈Ѕ≈Ќќ ;S m anim nom sg
10283;2;-;-;PUNC;;YES;;;;;;;PUNC;-;PUNC
10284;3;это;Ё“ќ;S-PRO n inan nom sg;;YES;о;т;э;;;;S-PRO;Ё“ќ;S n - nom sg
10285;4;всегда;¬—≈√ƒј;ADV -;;YES;а;д;г;е;с;в;ADV;¬—≈√ƒј;ADV -
10286;5;важнее;¬ј∆Ќџ…;A comp - - plen - -;;YES;е;е;н;ж;а;в;A;¬ј∆Ќџ…;A comp - - plen - -
10287;6;взрослого;¬«–ќ—Ћџ…;S m anim gen sg;;YES;о;г;о;л;с;о;S;¬«–ќ—Ћџ…;S m anim gen sg
10288;7;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10289;;;;;;YES;;;;;;;;;
10290;1;ј;ј;CONJ;;YES;а;;;;;;CONJ;ј;CONJ
10291;2;это;Ё“ќ;S-PRO n inan nom sg;;YES;о;т;э;;;;S-PRO;Ё“ќ;S n - nom sg
10292;3;подарок;ѕќƒј–ќ ;S m inan nom sg;;YES;к;о;р;а;д;о;S;ѕќƒј–ќ ;S m inan nom sg
10293;4;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10294;5;старой;—“ј–џ…;A - dat sg plen f -;;YES;й;о;р;а;т;с;A;—“ј–џ…;A - dat sg plen f -
10295;6;женщине;∆≈Ќў»Ќј;S f anim dat sg;;YES;е;н;и;щ;н;е;S;∆≈Ќў»Ќј;S f anim dat sg
10296;7;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10297;;;;;;YES;;;;;;;;;
10298;1;ќй;ќ…;INTJ;;YES;й;о;;;;;INTJ;ќ…;INTJ
10299;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10300;3;как; ј ;ADV -;;YES;к;а;к;;;;ADV; ј ;ADV -
10301;4;при€тно;ѕ–»я“Ќќ;ADV -;;YES;о;н;т;€;и;р;ADV;ѕ–»я“Ќќ;ADV -
10302;5;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10303;;;;;;YES;;;;;;;;;
10304;1;÷веточек;÷¬≈“ќ„≈ ;S m inan nom sg;;YES;к;е;ч;о;т;е;S;÷¬≈“ќ„≈ ;S m inan nom sg
10305;2;теперь;“≈ѕ≈–№;ADV -;;YES;ь;р;е;п;е;т;ADV;“≈ѕ≈–№;ADV -
10306;3;не;Ќ≈;PART;;YES;е;н;;;;;PART;Ќ≈;PART
10307;4;засохнет;«ј—ќ’Ќ”“№;V pf fut sg indic 3p;;YES;т;е;н;х;о;с;V;«ј—ќ’Ќ”“№;V pf fut sg indic - 3p
10308;5;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10309;;;;;;YES;;;;;;;;;
10310;1;"	";_;;;YES;;;;;;;;_;2
10311;2; то; “ќ;S-PRO m anim nom sg;;YES;о;т;к;;;;S-PRO; “ќ;S m - nom sg
10312;3;мне;я;S-PRO sg 1p - loc;;YES;е;н;м;;;;S-PRO;я;SPRO sg 1p - loc
10313;4;поможет;ѕќћќ„№;V pf fut sg indic - 3p;;YES;т;е;ж;о;м;о;V;ѕќћќ„№;V pf fut sg indic - 3p
10314;5;?;?;PUNC;;YES;;;;;;;PUNC;?;PUNC
10315;6;"	";SENT;;;YES;;;;;;;;SENT;5
10316;;;;;;YES;;;;;;;;;
10317;1;-;-;PUNC;;YES;;;;;;;PUNC;-;PUNC
10318;2;кричит; –»„ј“№;V ipf praes sg indic 3p;;YES;т;и;ч;и;р;к;V; –»„ј“№;V ipf praes sg indic - 3p
10319;3;женщина;∆≈Ќў»Ќј;S f anim nom sg;;YES;а;н;и;щ;н;е;S;∆≈Ќў»Ќј;S f anim nom sg
10320;4;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10321;;;;;;YES;;;;;;;;;
10322;1;»;»;CONJ;;YES;и;;;;;;CONJ;»;CONJ
10323;2;собака;—ќЅј ј;S f anim nom sg;;YES;а;к;а;б;о;с;S;—ќЅј ј;S f anim nom sg
10324;3;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10325;;;;;;YES;;;;;;;;;
10326;1;Ќ;Ќ;INIT abbr;;YES;н;;;;;;INIT;Ќ;S - - nonflex nonflex
10327;2;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10328;;;;;;YES;;;;;;;;;
10329;1;ћ.;ћ.;INIT abbr;;YES;;м;;;;;INIT;ћ.;S - - nonflex nonflex
10330;2;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10331;3;ј;ј;CONJ;;YES;а;;;;;;CONJ;ј;S - - nonflex nonflex
10332;4;что;„“ќ;S-PRO n inan nom sg;;YES;о;т;ч;;;;CONJ;„“ќ;CONJ
10333;5;этот;Ё“ќ“;A-PRO m anim nom sg;;YES;т;о;т;э;;;A-PRO;Ё“ќ“;A - nom sg plen m -
10334;6;машет;ћј’ј“№;V ipf praes sg indic - 3p;;YES;т;е;ш;а;м;;V;ћј’ј“№;V ipf praes sg indic - 3p
10335;7;головой;√ќЋќ¬ј;S f inan ins sg;;YES;й;о;в;о;л;о;S;√ќЋќ¬ј;S f inan ins sg
10336;8;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10337;;;;;;YES;;;;;;;;;
10338;1;„то;„“ќ;S-PRO n inan nom sg;;YES;о;т;ч;;;;S-PRO;„“ќ;S n - nom sg
10339;2;ему;ќЌ;S-PRO sg 3p m dat;;YES;у;м;е;;;;S-PRO;ќЌ;SPRO sg 3p m dat
10340;3;не;Ќ≈;PART;;YES;е;н;;;;;PART;Ќ≈;PART
10341;4;понравилось;ѕќЌ–ј¬»“№—я;V pf praet sg indic n -;;YES;ь;с;о;л;и;в;V;ѕќЌ–ј¬»“№—я;V pf praet sg indic n -
10342;5;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10343;;;;;;YES;;;;;;;;;
10344;1;ћожет;ћќ„№;PARENTH ;слитно;YES;т;е;ж;о;м;;PARENTH;ћќ„№;V ipf praes sg indic - 3p
10345;2;быть;Ѕџ“№;PARENTH;;YES;ь;т;ы;б;;;PARENTH;Ѕџ“№;V ipf - - inf - -
10346;3;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10347;4;ему;ќЌ;SPRO sg 3p m dat;;YES;у;м;е;;;;SPRO;ќЌ;SPRO sg 3p m dat
10348;5;завидно;«ј¬»ƒЌќ;ADV -;;YES;о;н;д;и;в;а;ADV;«ј¬»ƒЌќ;ADV -
10349;6;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10350;;;;;;YES;;;;;;;;;
10351;1;¬ы;¬џ;S-PRO pl 2p - nom;;YES;ы;в;;;;;S-PRO;¬џ;SPRO pl 2p - nom
10352;2;посмотрите;ѕќ—ћќ“–≈“№;V pf pl imper - 2p;;YES;е;т;и;р;т;о;V;ѕќ—ћќ“–≈“№;V pf fut pl indic - 2p
10353;3;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10354;4;какой; ј ќ…;A-PRO m sg nom;;YES;й;о;к;а;к;;A-PRO; ј ќ…;A - nom sg plen m -
10355;5;воспитанный;¬ќ—ѕ»“јЌЌџ…;A - nom sg plen m -;;YES;й;ы;н;н;а;т;A;¬ќ—ѕ»“јЌЌџ…;A - nom sg plen m -
10356;6;!;!;SENT;;YES;;;;;;;SENT;!;SENT
10357;;;;;;YES;;;;;;;;;
10358;1;”ступает;”—“”ѕј“№;V ipf praes sg indic - 3p;;YES;т;е;а;п;у;т;V;”—“”ѕј“№;V ipf praes sg indic - 3p
10359;2;место;ћ≈—“ќ;S n inan acc sg;;YES;о;т;с;е;м;;S;ћ≈—“ќ;S n inan acc sg
10360;3;в;¬;PR;;YES;в;;;;;;PR;¬;PR
10361;4;транспорте;“–јЌ—ѕќ–“;S m inan loc2 sg;;YES;е;т;р;о;п;с;S;“–јЌ—ѕќ–“;S m inan loc sg
10362;5;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10363;;;;;;YES;;;;;;;;;
10364;1;Ѕабул€;ЅјЅ”Ћя;S f anim nom sg;;YES;€;л;у;б;а;б;S;ЅјЅ”Ћя;S m anim nom sg
10365;2;удивл€етс€;”ƒ»¬Ћя“№—я;V ipf praes sg indic med 3p;;YES;€;с;т;е;€;л;V;”ƒ»¬Ћя“№—я;V ipf praes sg indic - 3p
10366;3;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10367;4;видимо;¬»ƒ»ћќ;PARENTH;;YES;о;м;и;д;и;в;PARENTH;¬»ƒ»ћќ;ADV -
10368;5;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10369;6;первый;ѕ≈–¬џ…;A-NUM - nom sg plen m -;;YES;й;ы;в;р;е;п;A-NUM;ѕ≈–¬џ…;A - nom sg plen m -
10370;7;раз;–ј«;S m inan nom sg;;YES;з;а;р;;;;S;–ј«;S m inan acc sg
10371;8;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10372;;;;;;YES;;;;;;;;;
10373;1;ќй;ќ…;INTJ;;YES;й;о;;;;;INTJ;ќ…;INTJ
10374;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10375;3;у;”;PR;;YES;у;;;;;;PR;”;PR
10376;4;него;ќЌ;S-PRO sg 3p m acc;;YES;о;г;е;н;;;S-PRO;ќЌ;SPRO sg 3p m acc
10377;5;ещЄ;≈ў≈;ADV -;;YES;Є;щ;е;;;;ADV;≈ў≈;ADV -
10378;6;и;»;CONJ;;YES;и;;;;;;CONJ;»;CONJ
10379;7;птицы;ѕ“»÷ј;S f anim nom pl;;YES;ы;ц;и;т;п;;S;ѕ“»÷ј;S f anim nom pl
10380;8;есть;Ѕџ“№;V ipf praes sg indic - 3p;;YES;ь;т;с;е;;;V;Ѕџ“№;V ipf praes sg indic - 3p
10381;9;в;¬;PR;;YES;в;;;;;;PR;¬;PR
10382;10;доме;ƒќћ;S m inan loc2 sg;;YES;е;м;о;д;;;S;ƒќћ;S m inan loc sg
10383;11;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10384;;;;;;YES;;;;;;;;;
10385;1;Ѕотаник;Ѕќ“јЌ» ;S m anim nom sg;;YES;к;и;н;а;т;о;S;Ѕќ“јЌ» ;S m anim nom sg
10386;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10387;3;любит;ЋёЅ»“№;V ipf praes sg indic - 3p;;YES;т;и;б;ю;л;;V;ЋёЅ»“№;V ipf praes sg indic - 3p
10388;4;цветы;÷¬≈“ќ ;S m inan acc pl;;YES;ы;т;е;в;ц;;S;÷¬≈“ќ ;S m inan acc pl
10389;5;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10390;;;;;;YES;;;;;;;;;
10391;1;Ќ;Ќ;INIT abbr;;YES;н;;;;;;INIT;Ќ;S - - nonflex nonflex
10392;2;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10393;;;;;;YES;;;;;;;;;
10394;1;ћ.;ћ.;INIT abbr;;YES;;м;;;;;INIT;ћ.;S - - nonflex nonflex
10395;2;@;@;PUNC;;YES;;;;;;;PUNC;@;PUNC
10396;3;ƒо;ƒќ;PR;;YES;о;д;;;;;PR;ƒќ;PR
10397;4;каких; ј ќ…;A-PRO - gen pl plen - -;;YES;х;и;к;а;к;;A-PRO; ј ќ…;A - loc pl plen - -
10398;5;же;∆≈;PART;;YES;е;ж;;;;;PART;∆≈;PART
10399;6;пор;ѕќ–ј;S f inan gen pl;;YES;р;о;п;;;;S;ѕќ–ј;S f inan gen pl
10400;7;будет;Ѕџ“№;V ipf fut sg indic - 3p;;YES;т;е;д;у;б;;V;Ѕџ“№;V ipf praes sg indic - 3p
10401;8;вода;¬ќƒј;S f inan nom sg;;YES;а;д;о;в;;;S;¬ќƒј;S f inan nom sg
10402;9;литьс€;Ћ»“№—я;V ipf - - inf med -;;YES;€;с;ь;т;и;л;V;Ћ»“№—я;V ipf - - inf - -
10403;10;?;?;SENT;;YES;;;;;;;SENT;?;SENT
10404;;;;;;YES;;;;;;;;;
10405;1;Ќу;Ќ”;INTJ;;YES;у;н;;;;;INTJ;Ќ”;PART
10406;2;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10407;3;он;ќЌ;S-PRO sg 3p m nom;;YES;н;о;;;;;S-PRO;ќЌ;SPRO sg 3p m nom
10408;4;может;ћќ„№;V ipf praes sg indic - 3p;;YES;т;е;ж;о;м;;V;ћќ„№;V ipf praes sg indic - 3p
10409;5;помочь;ѕќћќ„№;V pf - - inf - -;;YES;ь;ч;о;м;о;п;V;ѕќћќ„№;S f inan acc sg
10410;6;и;»;CONJ;;YES;и;;;;;;CONJ;»;CONJ
10411;7;поторговать;ѕќ“ќ–√ќ¬ј“№;V pf - - inf - -;;YES;ь;т;а;в;о;г;V;ѕќ“ќ–√ќ¬ј“№;V pf - - inf - -
10412;8;этой;Ё“ќ“;A-PRO - dat sg plen f -;;YES;й;о;т;э;;;A-PRO;Ё“ќ“;A - ins sg plen f -
10413;9;женщине;∆≈Ќў»Ќј;S f anim dat sg;;YES;е;н;и;щ;н;е;S;∆≈Ќў»Ќј;S f anim dat sg
10414;10;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10415;;;;;;YES;;;;;;;;;
10416;1;—обака;—ќЅј ј;S f anim nom sg;;YES;а;к;а;б;о;с;S;—ќЅј ј;S f anim nom sg
10417;2;довольна;ƒќ¬ќЋ№Ќџ…;A - - sg brev f -;;YES;а;н;ь;л;о;в;A;ƒќ¬ќЋ№Ќџ…;A - - sg brev f -
10418;3;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10419;;;;;;YES;;;;;;;;;
10420;1;ѕошла;ѕќ…“»;V pf praet sg indic f -;;YES;а;л;ш;о;п;;V;ѕќ…“»;V pf praet sg indic f -
10421;2;за;«ј;PR;;YES;а;з;;;;;PR;«ј;PR
10422;3;ним;ќЌ;S-PRO sg 3p m ins;;YES;м;и;н;;;;S-PRO;ќЌ;SPRO sg 3p m ins
10423;4;,;,;PUNC;;YES;;;;;;;PUNC;,;PUNC
10424;5;станет;—“ј“№;V pf fut sg indic - 3p;;YES;т;е;н;а;т;с;V;—“ј“№;V pf fut sg indic - 3p
10425;6;преданным;ѕ–≈ƒјЌЌџ…;A - ins sg plen m -;;YES;м;ы;н;н;а;д;A;ѕ–≈ƒјЌЌџ…;A - ins sg plen m -
10426;7;другом;ƒ–”√;S m anim ins sg;;YES;м;о;г;у;р;д;S;ƒ–”√;S m anim ins sg
10427;8;ей...;ќЌј...;S-PRO sg 3p f dat;;YES;;;;й;е;;S-PRO;ќЌј...;SPRO sg 3p f dat
10428;9;ему;ќЌ;S-PRO sg 3p m dat;;YES;у;м;е;;;;S-PRO;ќЌ;SPRO sg 3p m dat
10429;10;.;.;SENT;;YES;;;;;;;SENT;.;SENT
10430;;;;;;YES;;;;;;;;;
10431;1;ј;ј;CONJ;;YES;а;;;;;;CONJ;ј;CONJ
10432;2;это;Ё“ќ;S-PRO n inan nom sg;;YES;о;т;э;;;;S-PRO;Ё“ќ;S n - nom sg
10433;3;что;„“ќ;S-PRO n inan nom sg;;YES;о;т;ч;;;;S-PRO;„“ќ;CONJ
10434;4;такое;“ј ќ…;A-PRO n sg acc;;YES;е;о;к;а;т;;A-PRO;“ј ќ…;A - nom sg plen n -
